,Age 0–16,Age 17–24,Age 25–44,Age 45–64,Age ≥65,,
Winter,2.3,5,15.3,333.5,2338.7,,
Summer,2.3,3.6,16.2,265.5,1757.7,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
