,Age 0–16,Age 17–24,Age 25–44,Age 45–64,Age ≥65,,
Winter,0,0,4.1,100.4,707.9,,
Summer,0,0,3.2,72.9,429.8,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
